UID,variation_id
ELH005318,487578;493007;807006;830067
ELH005319,5978;203958;623373;802962;817362;872975;1332823;2137491;2444289;2708944
ELH005320,1713273;1879259
ELH005321,424565;448169;452949;540251;582587;871584;1999890;2114478;2691643;2750103;2764119
ELH005322,88860;88861;977632;2040835;2504173;2578707;2633190
ELH005323,2429749;2429750
ELH005324,987232
ELH005325,3066151;1027469;3236195
ELH005326,2500810;2500814;2500812;2500813
ELH005327,191042;1513798;1456507;1933332;2691933;1262;424112;424565;448169;453022;452949;540251;650668;663002;650490;870598;871584;1451862;1999890;2750103;2764119;2820897;2902183
ELH005328,425030;444319;619135;1341593;1498840;2004757;2633374;2717861;3233625;3236824
ELH005329,554305;554789;1465661;1414656;1451161;1455330;2811112;2910344
ELH005330,522637;620491;684701;684699;813894;932538;1320625;1325945;1708474;2578708;2662979;2712150;2792763;225108;449889;489164;1201677;391479;1323324;1690783
ELH005331,17413;161974;208663;209141;280827;389091;379845;389182;421427;496641;521072;521700;585514;585512;623829;637033;664363;864857;974460;975100;978038;983450;987483;989300;1027961;1223474;1256082;1319974;1324112;1324113;1333331;1333877;1333879;1334564;1449074;1467463;1525217;1417465;1455739;1499947;1451906;1442186;1514833;1489144;1527881;1527968;1675530;1679855;1679856;1698009;1699427;1703388;1706876;1707545;1708500;1711367;1805313;2001011;2009721;2012683;2023483;2023253;2044422;2499610;2570872;2574700;2582543;2584470;2633221;2691279;2700217;2724071;2748954;2764999;2825795;2849889;2858817;3027411;3061221;3066090;3236066;3236238;135653;420899;430215;434810;449496;627579;803000;807559;817410;827790;870803;974459;974458;985005;1065923;1172807;1179197;1324114;1324116;1339264;1496532;1473595;1402997;1501837;1450480;1469693;1516532;1694710;1804090;1806180;2150881;2012818;2030483;2034745;2120669;2431618;2440308;2444401;2504118;2576606;2694589;2713375;2724594;2806568;2844132;2858815;2884405;2902265;3018864;3061119;3061862;235568;426821;451417;489189;585509;807560;1068188;1077129;1298572;1525624;1495338;1479291;1348132;1701224;1708132;1803140;1804091;1922707;1943708;2025326;2074239;2092895;2442093;2584369;2628039;2682213;2690573;2690574;2691254;2691695;2699401;2711861;2747081;2751686;2817238;2827037;2907800;2018169;2900713;546733
ELH005332,2444276
ELH005333,280143;452693;590311;2577914
ELH005334,979060
ELH005335,179361;411173;454915;454914;454904;454905;525367;955242;1322750;1454328;2176205;2055366;2135585;2821039;3234972
ELH005336,804469;930474;211602;2429277;11992;11996;21327;21328;21329;21334;21339;194379;194626;452643;653702;655030;645342;643804;844532;849156;870860;932090;941372;958745;998110;1076414;1298581;1319173;1686118;1799522;1799524;1799525;1800777;2148422;1935779;2584811;2627506;2664176;2815716;3027047;3064702;3064706;3065459
ELH005337,2768340;2799834;2821870;2956067;3067852
ELH005338,995864;1163081
ELH005339,208709;216921;246128;424046;2579938
ELH005340,4770;56749;419161;2701902;2733102;2831212;2862251;2896512;2893181;2971387;2990084;3012147
ELH005341,56361;2678982;6209;6212;6214;56346;56350;56352;56358;56359;56360;56370;56373;56374;56375;56376;56380;56381;56382;56383;437441;561110;579224;646821;816701;859540;850645;953573;958892;1067388;2678973;1070969;1071672;1071587;1075788;1070579;1076198;1355862;1520879;1430248;1451547;1371202;1384004;1459477;1391087;1460241;2137552;1995980;1999250;2009233;2029046;2025262;2035963;2126833;2505354;2635100;2678971;2678974;2678975;2678976;2678977;2678978;2678980;2678984;2678985;2678988;2678989;2678992;2678993;2678994;2713122;2735942;2810304;2846912;2867876;2860078;2886233;3010805;3014738
ELH005342,2817839
ELH005343,432144
ELH005344,1679912
ELH005345,432127;800930;1395680;2000758;2073433;2722427
ELH005346,430852;810688;985721;430850
ELH005347,2686011
ELH005348,9279;465761;529413;641360;848233;871220;1455907;1457490;1687225;2578718;2925519
ELH005349,1069066;1454068;2137597;2005826;2049457;2724038
ELH005350,653059;1519142;2036462;2091794;2714236;2767390;2855588;2769270;853103;1346315;1452267
ELH005351,42028
ELH005352,817683;856502;866515;2786826;1401139;1457257;2866278
ELH005353,988461;1404794;1452896;2829572;2999696
ELH005354,6435;6438;6461;189249;426336;2445351;2445381;2632279;2861238;3008049
ELH005355,2754922
ELH005356,208734;432895;803050;1065624;1334533;1720236
ELH005357,973583;1339539
ELH005358,280143;452693;590311;2577914
ELH005359,9282;9288;280517;447374;465759;465758;522898;529414;568970;573159;640711;640887;651184;641586;647643;642685;803029;813311;937689;958404;1070688;1180755;1298582;1419261;1452723;1354621;1457832;1803977;2137592;2121290;2135414;2135615;2925520;2947428;2943729;3069162
ELH005360,667372;3011058
ELH005361,627599;1388959;1700024;2137637;1929497;2677406
ELH005362,1400325;1454882;2137638;2978090
ELH005363,370994;370235;370371;370149;436730;550765;555764;556551;856312;1029940;1068924;1454033;1471551;1457409;1452914;1409721;1458350;1724225;1725320;1725639;1725684;1725839;1726214;1726741;2110920;2678734;2678736;2678739;2678742;2678743;2678744;2678746;2678754;2678756;2678757;2678764;2709946;2767874;2814685;2830362;5327;5330;188972;370139;370595;370396;370961;371230;521402;523557;551233;551801;554536;637871;1029941;1075604;1075166;1072743;1180756;1328560;1454158;1522562;1448267;1367443;1423567;1368157;1455015;1458003;1465314;1705184;1723910;1724008;1724115;1724283;1724690;1724734;1724994;1725067;1725068;1725625;1726162;1726229;1726508;1726658;1726661;1726766;1726824;1726985;1987661;2036564;2085742;2091121;2094419;2503854;2678735;2678737;2678740;2678748;2678751;2678752;2678755;2678759;2678763;2725344;2759948;2755636;2753725;2762353;2824258;2839079;2836646;2857531;2865909;2874849;2877987;3002864;159897;835797;1076707;1075447;1724260;1724596;2134019;2678750
ELH005364,1323737;2502313;2752248;2760818;2762769;2793464;2868004;2876798;208624;985540;2060079;2736185;2981888;3019392;2760612;2767054;2845288;985549;2750363;2900448;3076002;2751937
ELH005365,157568;157570;420028;450467;803071;1068290;1200686;1325191;6039;449109;631730;1325190;1685463;2664323
ELH005366,803072;1068381;1422459;2413338;2006531;2033467;2058967;2090185;2116154;933521;1072929;1073583;1459414;1692991
ELH005367,1325318
ELH005368,450686;586600;623229;805466;1067886;1070803;1180662;1299701;1471570;1515280;1878351;2501068;2711618;2736217;2803768;2804635;2808015;2824459;2828087;2859480;2864016;1067800;2634791;2746246
ELH005369,803100;1254934;1300412;2572286;2578526;3024237;549843;2429099;3235694
ELH005370,1953971;817207;2858605;3011458
ELH005371,834648;1066174;1441734;1404698;1420083;1692563;1939230;2015154;2675595;2675606;2675608;2675613;2675614;2675620;2675658;2709653;2751796;2752057;2766417;2837329;2869532;2957315;408247;846513;929724;929725;929726;1324387;1466882;1454119;1459135;1511568;1514883;1703508;2019263;2675597;2675602;2675604;2675615;2675616;2675619;2675622;2675632;2675633;2675635;2675637;2675640;2675641;2675642;2675647;2675650;2675654;2675657;2675659;2696980;2707596;2733778;2749119;2758968;2770319;2763113;2831476;2845036;2870294;2885960;2895608;2963037;2955064;2989619;2990643;208639;591726;631743;932344;936631;1496746;1425245;1410191;2169244;2191991;2051543;2675621;2675624;2675636;2675651;2675655;2675656;2693532;2724152;2754241;2766801;2797012;2843662;2882677;2894378;2907471;2916394;2920164;3009540
ELH005372,2441784;3024390;3062256
ELH005373,2201;286653;437260;500321;1526115;1526210;1686295;3061476;3029060
ELH005374,2441784;3024390;3062256;2201;2202;88858;286653;317430;437260;500321;500825;521757;595362;627537;1332793;1495328;1526115;1526210;1686295;1701814;2419079;2228376;2431409;3061476;3029060;375326;419058;500160;523950;587506;592032;1323756;1526045;1686296
ELH005375,420993;450526;450794;578850;981295;1803017;2412816;2716363;2985929
ELH005376,2520;2521;2523;948417
ELH005377,489082;620448;1708881;2502862;3032205
ELH005378,434546;851299;1386253;1450254;1946449;2083538;6760;947291;998296;1073991;1510796
ELH005379,827680;2415699;1952947;2584834;2708479;2744373;2742147;2791183;2828478;2875941;2990226;30412;827679;1701258;1933969;1947585;2719871;2748432;2828875
ELH005380,915336;2664953;2664954
ELH005381,410963;525326;525327;636347;1072571;2809092
ELH005382,222071;1323755;2880695;3065269;3075763;3075814
ELH005383,2230986
ELH005384,2715719;961908;1323715;2907549;1325237;1801722;1934244;2002769;2122425;2581351;2751750;818010;2778895
ELH005385,39830;216965;506018;1968577
ELH005386,560508;865863;865860;866411;962672;954916;970109;1072566;1444567;1451529;1451196;1456528;1350484;1378613;1352702;1922108;2133742;2749763;2986615;1068778;1425174;2006786;956839;2736224;1319075;1333283;1454862;1937462;2980958
ELH005387,1028839;2431961
ELH005388,3889;3890;3892;3894;3895;3898;3899;3901;3902;3905;3906;3908;3915;3916;3920;3924;3928;3934;3936;3938;3941;100729;188954;189046;189166;188929;188855;188812;218134;218337;221280;221281;371169;371490;370596;370773;370974;370659;375365;375362;375358;375357;375355;522667;528047;558499;551737;554357;554686;557877;555822;550303;551391;555688;557082;555687;562219;569012;619222;654741;817101;842051;872976;917630;918075;929000;936196;961970;965758;983874;983875;983876;983877;983878;984036;984037;1067655;1068265;1075193;1068668;1069429;1076289;1074825;1184915;1192227;1332717;1440906;1390393;1368819;1423338;1451990;1482615;1453693;1453891;1459589;1502522;1700692;1724057;1724411;1724507;1724687;1725034;1725249;1725324;1725549;1726039;1726551;1775212;1804161;2137728;2137729;2137730;2168857;2201611;1934149;1985481;2002210;2010517;2071424;2089786;2445713;2501085;2637897;2645511;2696902;2712729;2707139;2731754;2736238;2736239;2736240;2748168;2762385;2764269;2788439;2810898;2837025;2895307;2914532;2910381;2965563;3020542;3027136;3893;3896;3897;3900;3904;3910;3912;3918;3925;3930;3932;3939;189180;218335;370895;371314;374505;375349;496011;558071;556323;557182;556348;662486;853583;842142;864453;918074;928998;945746;943638;981050;984038;984039;984040;984491;1075310;1450778;1496778;1379333;1435017;1693585;1724560;1725116;1726458;1726761;2137732;2137733;2199227;2023228;2705945;2763203;2781739;2824079;3911;3914;189126;371534;371041;370628;371633;371468;370326;371536;379311;453185;496010;496858;523866;552290;550802;554731;553909;553832;557460;619221;644889;987865;1076944;1440029;1457426;1449829;1453002;1726682;1726744;1980491;2003511;2690925;2736740;2752526;2829890;2836271
ELH005389,872248
ELH005390,1683745;2663793;39685;505395;816953;1064924;1446454;1367570;1454880;1455258;2430854;2501662;2635022
ELH005391,1446597;1467972;977469;977471;977472;1067058;1067070;1068937;1480640;2012441;2026541;2065182;2836505;2878708
ELH005392,2780304
ELH005393,498816;978214;1372977;1802996;1803003;449288;585293;978215;1049955;1701914;1801374;1802995;1802998;1802999;1803002;1803004;3064143
ELH005394,1705979;1712559;2578396;2629767
ELH005395,792;143993;1334397;1675593;1677611;1677693;1677919;1767730;2788856
ELH005396,228321;598980;619285;984944;1520597;1740383;1752698;1748408;1767530;1758921;1904472;2714319;2736313;2736314;2736315;2745001;2761290;2828327;2841559;2852107;2860784;2879422;2910399;2982329
ELH005397,977214;977213;1120219;1175882;3068305
ELH005398,1977942
ELH005399,40886;157509;663029;1067675;1381990;1480695;1696291;2058817;2104536;2809851
ELH005400,1803093;2632734;2664843
ELH005401,1334102
ELH005402,267240;267243;267245;267246;992597
ELH005403,1332689;1335213
ELH005404,2082094
ELH005405,158627;1443377;1456486;1406793;2983670
ELH005406,1381625;803260;852025;964956;973355;983084;1074017;1074156;1457340;1379068;1921317;2022426;2112552;2804274;3028397
ELH005407,996556
ELH005408,559587
ELH005409,254361;542798;579716;652768;648294;859188;846683;855061;1068168;1069552;1325822;1457332;1519518;1972282;2026233;2498632;2578752;2713329;2753488;2764246;580189;946477;976382;1069967;1410974;1419387;2578437;2828940;2834892
ELH005410,1810410
ELH005411,453003;449630;520669;642336;1302017;1457615;1471048;1365801;2127429;2115834;2629977;2741890;3031382
ELH005412,1958720;2633536;2789167;3227807
ELH005413,598741;632561;805861;2575910
ELH005414,91396;91397;183152;391687;391688;419782;422098;474302;541316;587507;593459;856852;1066340;1369893;1732348;2163597;2127078;2942773;2948398
ELH005415,620365;658011;1512442;1378399
ELH005416,530797;654474;946794;1072900;1453406;1454706;2585558
ELH005417,7707;7716;7717;7719;7722;21145;92805;632945;639185;641858;1333592;1693586;2137780;2137782;2139665;1916069;2010804;2429140;2503914;2677894;2677897;2846077;2847057;2862116;2989370;3001933;3008048;3017548
ELH005418,1075759;1452810;2151562;2932701
ELH005419,929554
ELH005420,55825
ELH005421,977495
ELH005422,211547;1677770;2852623;846364;1334497;1383854;1685965;1923515;2008795
ELH005423,433400;418938;433403;433371;433425;433372
ELH005424,1947530
ELH005425,30333;30334;30336;988564;2575102
ELH005426,2881;2882;2884;2885;191290;286890;498040;593800;593957;593981;1030914;1385027;1977130;2030273;2585402;2628801;2671755;2697513;2761603;3045782
ELH005427,162397;280465;567167;589874;807504;838165;1308652;2813188;2835625
ELH005428,1334102;1334103
ELH005429,7428;7429;7434;219151;279887;280886;291272;373123;373001;373187;418466;424521;424424;426114;459257;459258;488838;528881;528880;528879;562380;663219;648831;807481;817398;817571;947631;936315;934902;973255;983477;1013100;1048611;1069244;1069953;1071229;1070663;1075840;1179917;1204271;1333617;1353868;1679304;1679359;1700011;1704095;1705680;2137807;2005719;2031602;2103715;2498664;2630177;2646526;2687773;2703340;2694137;2828754;2837510;3032778;3062088;3236751;3236775;2745434
ELH005430,8586;562449;805472;817650;946546;937539;958758;994772;1028205;1076695;1172519;1285185;1330271;1521732;1454109;1459098;1505020;1370685;1684188;2137819;2190362;1905749;1993610;2023631;2696611;2736343;2736344;2736345;2745133;2747057
ELH005431,850967;2116238
ELH005432,567423;1995440;2431622;2634990
ELH005433,951784
ELH005434,190102;504011;651906;652115;1037702;1164091;1164093;1323796;1682314;1682320;1682338;1800083;1953072;2584743;2921218
ELH005435,404;553180;2679097;2711453
ELH005436,421353;453086;817481;981039;981037;981040;981041;1047924;1195283;1453084;1376500;1420003;1787451;2008901;2012854;2033690;2035422;2705519;2695885;2704174;2710403;2739364;2746412;2759314;2767186;2762356;2787923;2788479;2794672;2807282;2812308;2814220;2802928;2826060;2827827;2824061;2827236;2824595;2829920;2842541;2846519;2847327;2849149;2859330;2867142;3003277;3014709;3232812;3233329
ELH005437,93171;522756;1048361;1048344;1048336;1048337;1048335;2103744;2498327;2837133;2989688;704;1048240;1048237;1679889;2016097;2627396;2695017;2694029
ELH005438,8081;159520;8073;8079;21180;21181;159514;159516;159529;159543;159547;159503;159505;159506;159511;159509;159510;159512;159515;159517;159519;159521;159522;159523;159524;159525;159526;159527;209180;211830;211820;211821;211823;211825;211826;280047;382036;423104;436136;436137;546420;620336;1077134;1172615;1214157;1338383;1338599;1399663;1349442;1526061;1685391;1697351;1803050;2004998;2502363;2633888;2751230;2818970;2851265;3061181;8074;8080;21175;21176;21177;21182;159530;159531;159532;159533;159534;159535;159538;159536;159537;159539;159544;159545;159546;159548;159550;159549;159551;159552;159553;159486;159488;159489;159490;159491;159492;159493;159494;159495;159497;159496;159498;159500;159501;159502;159504;199021;211827;211828;211829;211831;211832;211833;211834;211835;211836;211817;211818;265609;280461;379162;419614;429277;436140;436141;561072;808196;812182;839922;931583;1334701;1338362;1362377;1398381;1369780;1457753;1404337;1458748;1458875;1694810;1999290;2023426;2034495;2036605;2080895;2129665;2573003;2627404;2837969
ELH005439,188940;488070;495380;554010;555049;551174;550715;554476;662022;813439;984306;1705409;2137874;2137875;2033374;2107642;2678887;2678891;2800463;2855129;2605;2607;2608;2609;2612;2615;188788;188803;370344;370450;370207;371086;371178;371202;370795;371665;370201;371424;444392;523964;556864;556989;552704;552391;554736;950717;972712;1065973;1074172;1478536;1705145;2129207;2446707;2503918;2678849;2678856;2678866;2678905;2678927;2678935;2815511;2861408;2907869;192256;30636;372610;391510;803297;1187614;2079284
ELH005440,393320
ELH005441,1164080;1327680;2580665;3234785
ELH005442,1321823
ELH005443,1801342;1802176;2628956
ELH005444,373376;427150;437455;437467;632292;803318;995765;1191903;1207726;1299650;3021156
ELH005445,1703439
ELH005446,14136;183662;183664;208596;465936;523864;576854;576776;578108;582112;620371;625152;636251;651403;649760;848040;959745;1029470;1066199;1068578;1072835;1301892;1323305;1478292;1397674;1391790;1477208;1424105;1490474;1399827;1374776;1708074;2149623;2170382;2172073;2169656;2420285;1984922;2021065;2028163;2441618;2441866;2572621;2629684;2637759;2817017;2838952;2851422;2904604;2984803;3015951;3012196;183661;373404;372425;578895;574451;586161;845575;930108;947616;1199204;1453317;1508359;1507284;1457319;1491186;1803154;2412748;2698797;2797941;2805481;2832177
ELH005447,14138;14139
ELH005448,6177;418798;996820;1034098
ELH005449,31073;102437;873487;982298;1323720;1806678;2023762;2683759;2690770
ELH005450,3363;3364;3367;3372;242814;96469;96471;96473;96475;96476;96477;96478;185811;185892;220767;234040;241920;241915;242379;253259;253258;253257;253256;253255;253254;253252;253251;253250;253249;253248;253247;253245;253244;265155;280238;280915;280909;372879;377877;379220;418213;419280;418212;426738;428647;428639;428649;428658;428640;428642;428651;428645;439732;460604;460596;485615;485603;485617;488811;529989;529992;529979;545980;575959;618131;633219;651413;664632;657432;819384;819299;864273;934263;937855;942580;960732;988525;988470;1012205;1068112;1076330;1071832;1073198;1072796;1076910;1177374;1319129;1457715;1451720;1484309;1456327;1455402;1458136;1485575;1349973;1457134;1408666;1697665;1697666;1709614;1740607;1761074;1769597;1763302;1769146;1772522;1772544;1769684;1769406;1769408;1769409;1776474;1802908;1950999;2004659;2024236;2115952;2431330;2451825;2451831;2578479;2586495;2586505;2673445;2673488;2673496;2681945;2683678;2736456;2809115;2811092;2852087;2990748;3042084
ELH005451,234040;241920;253259;253258;265155;280238;372879;428647;428639;460604;651413;988470;1076330;1457715;1776474;1802908;2578479;2586505;2673445
ELH005452,402174
ELH005453,929103;1176049;1333401;1343153;1879365;2502349;2632770;1064776;1309471;1310669;1319697;1333717;3048845;1710010
ELH005454,346;233720;230660;237518;237521;373005;426130;428942;431591;449422;457539;485943;527597;547594;547595;547596;547597;547598;579731;567071;571976;811921;817295;856397;837847;858595;862340;848456;965281;960524;996419;998043;1439663;1417912;1472548;1367828;1451718;1776823;2137961;2137963;2137964;1879367;1993538;2006754;2034363;2058790;2057354;2095838;2088701;2413165;2754312;2757993;2760802;2770423;2857135;2854934
ELH005455,2626165
ELH005456,30631;30633;30634;30635;41473;41899;191076;208427;208646;222952;288324;504221;503914;631496;684394;684395;684396;684752;684751;684746;870118;871073;989304;1172574;1298701;1511381;1457018;1380263;1490007;1683709;1687196;2171136;1932457;2031705;2128922;2585054;2696499;2736585;2736586;2736587;2803887;2806224;2808092;2823568;2828109;2835222;2846887;2858998;2858294;2880784;2910427;2996999;3002030;3234921
ELH005457,1560;1561;1565;1566;1567;1568;1571;30795;143187;143188;495784;522823;522822;557506;555099;551779;558142;552424;558165;554402;553792;557035;556657;552920;550911;557862;557975;553515;558459;551498;553061;572445;660650;830367;871076;871077;1068849;1180829;1323323;1324776;1409649;1377108;1362789;1503288;1451924;1456581;1346520;1420214;2138027;2169596;1895439;1976686;2062757;2108132;2122601;2135994;2431999;2432015;2502621;2929123;2929124;2925622;2927301;2921327;2944642;2948075;2937821;2951244
ELH005458,978863;1333224;1334513;1685355;1687601;2444608
ELH005459,1390;56619;56625;217675;558654;550954;935356;958052;955851;1067983;1070776;1494655;1374939;1458565;2196405;2026409;2044174;2108139;2107453;2115872;2676555;2924446;2944723;2950389;2949833
ELH005460,1323288
ELH005461,2920699
ELH005462,536756;842228;856509;1452310;2024937;2749405;2790856
ELH005463,5910;221261;591772;1458366;1941601;2001963;2117553;2714536;2789589;2865882
ELH005464,658114;841443;872322;1327070;1381928;1369686;1779301;2114656;2566100;2583420;2583430;2679886;2679887;2679888
ELH005465,402158
ELH005466,431073;985444;1028759
ELH005467,689464;1031427;1701329;3062168;3068484
ELH005468,2120;2122;30751;160132;160136;160125;160129;160131;212454;212451;212452;265282;372660;431931;452246;489043;524071;561138;620188;638161;817315;930694;1069583;1180778;1323718;1325243;1329073;1454338;1395769;1403387;1685466;1686281;1705655;1957365;2022933;2102803;2127465;2395121;2434304;2445207;2697775;2703247;2701058;2715373;2709867;2719684;2745042;2735393;2747640;2763503;2763079;2786735;2795772;2804488;2823132;2831248;2837939;2843217;2850903;2850363;2862809;2865378;2878685;2879232;2961560;2957488;2980078;2995758;3013601;3063937
ELH005469,1996;1999;2000;2001;325247;372959;420155;440834;445606;489112;533098;533091;580834;573522;569875;570304;566475;639780;651539;801411;801412;839231;848121;849686;870593;870682;944890;944891;947730;988542;988529;1070830;1068466;1074705;1073330;1074707;1070748;1076211;1074647;1299416;1323738;1323739;1333524;1411105;1466813;1412812;1346097;1455815;1476113;1454697;1400833;1349251;1420143;1687358;1694203;1694204;1694206;1694207;1694209;1694214;1694217;2138107;2138108;2167989;2167991;2182491;2185334;2177564;2018314;2030809;2077622;2103306;2131281;2585076;2693684;2709285;2708452;2715203;2714803;2736656;2736657;2736658;2736659;2736660;2736662;2736663;2736664;2745622;2754278;2748530;2764160;2805318;2804543;2804734;2808161;2827120;2828831;2816692;2830798;2842512;2842169;2846553;2851511;2851361;2843768;2845172;2864261;2865379;2872879;2875635;2915517;2971778;2985199;3000583;3014194;3019766;533095;631788;664792;647023;804423;837222;940988;966327;972587;1074706;1068528;1210338;1299415;1338637;1455802;2138109;2101869;2501020;2695791;2708772;2736665;2745284;2758518;2792844;2814664;2821146;2854561;2853904;2852177;2865576;2982383
ELH005470,37041;143095;813201;866216;987020;1343514;1427185;1379691;1976161;144023;144025;373407;384291;420567;520871;520640;985456;998075;1071733;1184977;1324716;1805314;1805419;1810219;2582828;3024257
ELH005471,998075
ELH005472,1804036
ELH005473,446175;1708415
ELH005474,2747957
ELH005475,183359;664140;817488;997988;1012313;1012314;1188796;1324291;2682284;8081;159520
ELH005476,8073;8079;21180;21181;159514;159516;159529;159543;159547;159503;159505;159506;159511;159509;159510;159512;159515;159517;159519;159521;159522;159523;159524;159525;159526;159527;209180;211830;211820;211821;211823;211825;211826;280047;382036;423104;436136;436137;546420;620336;1077134;1172615;1214157;1338383;1338599;1399663;1349442;1526061;1685391;1697351;1803050;2004998;2502363;2633888;2751230;2818970;2851265;3061181;8074;8080;21175;21176;21177;21182;159530;159531;159532;159533;159534;159535;159538;159536;159537;159539;159544;159545;159546;159548;159550;159549;159551;159552;159553;159486;159488;159489;159490;159491;159492;159493;159494;159495;159497;159496;159498;159500;159501;159502;159504;199021;211827;211828;211829;211831;211832;211833;211834;211835;211836;211817;211818;265609;280461;379162;419614;429277;436140;436141;561072;808196;812182;839922;931583;1334701;1338362;1362377;1398381;1369780;1457753;1404337;1458748;1458875;1694810;1999290;2023426;2034495;2036605;2080895;2129665;2573003;2627404;2837969
ELH005477,37035;1676224
ELH005478,916441;1320165;1343251;1708063;1802041;2432824;2500278;2626901
ELH005479,982794;1800795
ELH005480,423002;638511;988280;2664373
ELH005481,666257;929460;929461;929462;929463;3068556
ELH005482,2503114;3065385
ELH005483,1458739;1992905;2782150;2957745
ELH005484,499241;1338851;421029;2505636
ELH005485,228372;242390;500061;505185;522086;521500;522631;623347;694390;803330;817748;984790;1028013;1301912;1301913;1301941;1301975;1301976;2736464;1380946;1687328;1687517;2149880;2077511;2090747;2446160;2572402;2633434;2736462;2736463;2736465;2745163;2752139;2753878;2772259;2765433;2778186;2814801;2812942;2824441;2837859;2852491;2907508;2959248;3003985;3003635;3063738;3075854;3075868;6954;6958;203363;218730;282299;402262;421666;421664;439954;449526;498653;498654;500057;506256;505802;504879;520966;620344;632271;666976;803332;805066;817360;817742;929937;932024;972898;984791;985997;996594;1064654;1065003;1065001;1120059;1180677;1180802;1180637;1194323;1208195;1301916;1301917;1301918;1301920;1301921;1301925;1301927;2788708;1360129;1447681;1695373;1704290;1978246;2131676;2501664;2572733;2647543;2698962;2702316;2700809;2704205;2719474;2713990;2712869;2728667;2735813;2737091;2752294;2751701;2755280;2760336;2762262;2786479;2792512;2799217;2815543;2806718;2807674;2822256;2823502;2827982;2828110;2842146;2846595;2861434;2864287;2862245;2875933;2884066;2910414;2962120;2982897;2982364;3003004;3008100;3010961;3027328;3075853;3075878;6950;45756;45757;179619;164540;164552;164528;164536;164548;228373;236037;290068;425126;435919;439955;451626;451000;503775;517648;520965;559875;599164;620326;620461;627458;817115;869472;973491;1027553;1914507;1070174;1068743;1180676;1185079;1185606;1207490;1207740;1297083;1301933;1301935;1301936;1301938;1301939;1301944;1301945;1301946;1301950;1301952;1301954;1301955;1301956;1323313;1333531;1342058;1482266;1466278;1382705;2418105;1918155;1971239;1978420;2010611;2018327;2018328;2036656;2084254;2093698;2108471;2134464;2430256;2445655;2445656;2502899;2504601;2683914;2696876;2702218;2695032;2704875;2704971;2693925;2702762;2715822;2717415;2707856;2727090;2736468;2736470;2736471;2743388;2735186;2743607;2753362;2756166;2754174;2759257;2772264;2765294;2772929;2776219;2781750;2791938;2803218;2808375;2824307;2820446;2829069;2829123;2817753;2846532;2866407;2867868;2878119;2910415;2956069;2961238;2964542;2978302;2977181;2991165;3006108;3010855;3017177;3034139;3075879;3075904;3075969;45764;45765;178449;228276;228374;236038;236053;375678;392810;402260;449997;450989;489207;493209;504407;517420;520436;523517;560727;666995;817371;869473;869474;930033;984792;1064985;1072412;1177379;1180761;1185648;1197880;1223726;1297080;1297693;1298695;1301911;1301958;1301959;1301960;1301961;1301962;1301963;1301964;1301965;1301967;1301968;1301969;1301970;1301971;1301972;1301973;1301974;1301977;1301978;1301981;1301982;1452308;1406400;1454888;1408561;1488149;1691143;1705583;1799547;1878598;2444220;2445657;2445658;2499739;2501961;2573586;2627524;2632603;2707800;2718362;2736475;2736476;2736478;2736479;2736480;2742790;2756550;2752329;2758835;2763547;2787817;2799677;2798793;2817203;2823511;2821454;2824674;2836234;2838079;2832095;2855969;2843752;2845575;2869002;2858530;2907509;2965555;2969530;2972840;3005500;3075905;6961;179222;869467;984793;985835;1185620;1301910;1301919;1301940;1301948;1301957;2856144;1708470;2710747;2717084;3067538;1699194;560203;2121541;1013128;1694834;1707336;1955432;2077535;2716366;2811047;2873635;2887680;636247;2415400;1976108;2129441;2814255;2872409
ELH005486,45764;45765;504407;1197880;1223726;1301958;1452308;1488149;2718362;2756550;2752329;2838079;2965555
ELH005487,228276;236038;449997;493209;517420;869473;1301959;1301960;1301961;1301962;1301963;1301964;1454888;2736475;2817203;2972840;3005500
ELH005488,1643;189163;188768;189079;191071;265458;265029;265030;265027;265459;280660;371103;371604;370913;370301;370209;370430;370896;371336;371446;371540;371195;545956;552666;556629;554843;550860;554479;556574;551722;551717;554435;551714;552722;631767;653859;804419;816625;844940;977702;983808;983809;983810;983811;983973;1019552;1027597;1067023;1068916;1068678;1068917;1071062;1162200;1322996;1323874;1370055;1496161;1454705;1484478;1685517;1724216;1724236;1724648;1725338;1725561;1726606;2137940;1878338;2045727;2089934;2102212;2103941;2440904;2445728;2582586;2633763;2700624;2702733;2757113;2828684;2972841;3233377;1638;1640;1641;1642;1644;189187;189010;370813;371221;370751;370452;370471;371472;371097;430161;432183;495850;522786;552750;558054;557412;551105;556359;552218;557168;552790;619024;623290;803334;966941;983974;983975;983976;1076911;1072502;1322990;1459314;1509942;1401504;1403786;1407166;1460470;1492410;1723933;1725824;1725828;2151163;1878545;2416519;1936485;1997162;2757024;2780380;2793259;2817578;2823348;2825244;2860913;2865193;2980725;3065983
